,id,name,description,year,rating,votes,movie_length,age_rating,genres,countries
122,5362569,Военный трибунал по делу о мятеже на «Кейне»,"18 декабря 2022 года американский эсминец «Кейн» под командованием капитана Куигга во время выполнения задачи по обезвреживанию мин в Персидском заливе попадает в сильнейший шторм. Старпом лейтенант Мэрик, руководствуясь пунктами устава военно-морского флота США, отстраняет Куигга и берёт управление кораблём в свои руки, посчитав, что его командир психически невменяем и не справляется с ситуацией, когда эсминцу и команде грозила неминуемая гибель. Спустя 2 месяца Мэрик предстаёт перед военным трибуналом по обвинению в мятеже. Он не признаёт себя виновным и с помощью своего адвоката намерен доказать, что у капитана Куигга серьёзные психические проблемы, и в критической ситуации он не способен командовать кораблём.",2023,6.7,513,108,-1,драма|детектив,США
123,5362568,Безумные съёмки,"Стоит известному режиссеру Симону приступить к съемкам нового фильма, как со всех сторон посыпались неприятности. Продюсер переписывает сценарий, спонсоры покидают проект, массовка устраивает забастовку, а исполнитель главной роли оказывается самовлюбленным типом — будущая картина может обернуться катастрофой. Режиссер предлагает статисту, грезящему о работе в кино, снять фильм о съемках, который окажется круче предполагаемого шедевра.",2023,5.709,174,119,18,драма|комедия,Франция
124,5362563,(Не)бывшие,"Известный актёр Матьё и учительница музыки Алис когда-то были влюблены. Теперь ему за пятьдесят, ей за сорок. Их отношения остались в прошлом, и каждый давно живет своей жизнью. Однажды бывшие возлюбленные оказываются на одном курорте в мёртвый сезон.",2023,6.925,368,115,18,драма|мелодрама,Франция
125,5362567,Зелёная граница,"История о гуманитарном кризисе на границе Польши и Беларуси. Там, пытаясь пробраться в страны ЕС, застревают семья сирийских беженцев и одинокая учительница английского из Афганистана.",2023,6.837,279,152,-1,драма,Польша|США|Франция|Чехия|Бельгия|Германия|Турция
126,5362083,Побег с острова,"Генеральный директор исследовательского лагеря, расположенного на острове Гран-Манан, подозревает страшное: во время испытаний что-то пошло не по плану и теперь его дочь Кейси, главная женщина-ученый центра, в большой опасности. Чтобы спасти девушку, отец отправляет на остров группу профессиональных наемников, обещая им пожизненное содержание, если Кейси вернется домой живой. Как только наемники добираются до острова, становится ясно, что спасательная операция далеко не так проста, как им показалось, ведь остров хранит множество ужасных тайн.",2023,4.41,403,86,-1,ужасы|боевик,США
127,5362560,Зло не существует,"Отец-одиночка Такуми живёт с восьмилетней дочерью Ханой в небольшой деревне. Жители берегут природу и пользуются родниковой водой, поэтому когда в окрестностях собираются строить глэмпинговый центр, у местных вызывает беспокойство проект очистного резервуара. Рассчитанный на меньшее количество людей, чем может вместить будущий комплекс, он испортит грунтовые воды. Представители строительной компании приезжают умаслить Такуми, чтобы показать, что они прислушиваются к требованиям жителей.",2023,6.52,1867,106,18,драма,Япония
128,5362602,У людей так бывает,"Несколько историй о любви, в каждой из которых судьбы знакомых и незнакомых людей невольно влияют друг на друга и постепенно переплетаются. Встречи, измены, рождение, смерть, прощение — всё закручивается в калейдоскопе жизни. Но даже то, что поначалу кажется случайным, подчиняется вечным законам любви.",2023,7.078,4278,94,12,мелодрама,Россия
129,682509,61-я церемония вручения прайм-тайм премии «Эмми»,None,2009,5.855,121,-1,-1,церемония,США
130,464907,Джереми Кларксон: Поединок суперкаров,"Это программа не об автомобилях. Это программа об исключительных автомобилях, которые по своим характеристикам больше походят на низколетающие самолеты. Эмоции, которые они вызывают, не сравнимы ни с чем другим. Они искупают вас в роскоши, сведут с ума раскатистым ревом мотора и заставят вновь почувствовать себя мальчишкой. Если вы осмелитесь их обуздать, они могут показать феноменальную скорость и достичь максимума, но если вы будете небрежны с ними, они убьют вас не моргнув и глазом.

Такие они и есть: созданные для безумной езды. Лучшие автомобильные ателье мира представили свои модели для этой программы: Ferrari 430, Bugatti Veyron, Lamborghini Gallardo, Audi R8, Ferrari 599 GTB Fiorano, Aston Martin Vantage V8 Roadster, Ascari A10, Porsche 911 и другие. Им уже не терпится проявить себя в деле. А некоторые из них померяются силой между собой. Это будет быстро, фантастически быстро, насколько только это возможно для дорожных автомобилей этой планеты.",2007,7.83,223,77,0,документальный,Великобритания
131,745308,Паранормальная больница: Месть тифозной Мэри,"Мэри Мэлоун (известная как Тифозная Мэри) была приписана к нью-йоркскому сумасшедшему дому после обвинения в распространении тифа в начале 20 века. Через десятилетия изоляции она умерла на Острове Северного Брата. 100 лет спустя два друга-режиссера прибыли туда выяснить, что же произошло на самом деле. То, что начиналось как обычное расследование, заканчивается гонкой за выживание, так как Мэри хоть и умерла, но ее проклятие - нет.",2013,2.393,250,89,-1,ужасы,США
